,rank,skillRating,reputationlevel,bestDivision,wins,ties,losses,gamesPlayed,goals,goalsAgainst,cleanSheets,goalsPerGame,goalsAgainstPerGame,gamesPlayedPlayoff,reputationtier,bestFinishGroup,clubName,clubId,currentDivision,clubInfo,platform
185,86,2267,8,1,192,26,24,242,767,362,51,3.17,1.50,20,2,1,Les PEPIITES,905811,1,"{'name': 'Les PEPIITES', 'clubId': 905811, 'regionId': 5457237, 'teamId': 77, 'customKit': {'stadName': 'Estadio José Zorrilla', 'kitId': '630784', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160211'}}",common-gen5
186,87,2266,5,1,110,7,32,149,509,137,96,3.42,0.92,10,1,5,Fraggets,4390486,1,"{'name': 'Fraggets', 'clubId': 4390486, 'regionId': 4543827, 'teamId': 114815, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '940564480', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7540', 'customAwayKitId': '7616', 'customThirdKitId': '7510', 'customKeeperKitId': '5005', 'kitColor1': '7122142', 'kitColor2': '1482375', 'kitColor3': '14358546', 'kitColor4': '22436', 'kitAColor1': '592397', 'kitAColor2': '33627', 'kitAColor3': '14358546', 'kitAColor4': '14358546', 'kitThrdColor1': '592397', 'kitThrdColor2': '1841428', 'kitThrdColor3': '15101200', 'kitThrdColor4': '15101200', 'dCustomKit': '0', 'crestColor': '116423', 'crestAssetId': '99130706'}}",common-gen5
187,88,2266,8,1,291,34,92,417,1634,886,93,3.92,2.12,20,2,2,FC Galactiques,421406,1,"{'name': 'FC Galactiques', 'clubId': 421406, 'regionId': 5457237, 'teamId': 243, 'customKit': {'stadName': 'Donbass Arena', 'kitId': '1990659', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404225', 'selectedKitType': '0', 'customKitId': '7645', 'customAwayKitId': '7649', 'customThirdKitId': '7600', 'customKeeperKitId': '5010', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '14358546', 'kitColor4': '14358546', 'kitAColor1': '15921906', 'kitAColor2': '1841428', 'kitAColor3': '1841428', 'kitAColor4': '1841428', 'kitThrdColor1': '6316643', 'kitThrdColor2': '592397', 'kitThrdColor3': '592397', 'kitThrdColor4': '15921906', 'dCustomKit': '3', 'crestColor': '13179675', 'crestAssetId': '99150503'}}",common-gen5
188,89,2266,9,1,476,66,120,662,2253,1032,187,3.40,1.56,20,3,2,Ohé Matelot,114816,1,"{'name': 'Ohé Matelot', 'clubId': 114816, 'regionId': 4344147, 'teamId': 65, 'customKit': {'stadName': 'Jihlava Stadión', 'kitId': '532480', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7634', 'customAwayKitId': '7630', 'customThirdKitId': '7601', 'customKeeperKitId': '5003', 'kitColor1': '14358546', 'kitColor2': '1841428', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '14655653', 'kitAColor2': '13979995', 'kitAColor3': '8654629', 'kitAColor4': '15921906', 'kitThrdColor1': '2164288', 'kitThrdColor2': '7719080', 'kitThrdColor3': '15921906', 'kitThrdColor4': '15921906', 'dCustomKit': '0', 'crestColor': '13179675', 'crestAssetId': '99150505'}}",common-gen5
189,90,2262,5,1,113,10,12,135,480,180,44,3.56,1.33,0,1,0,JEDDAH  MASTERS,2126546,1,"{'name': 'JEDDAH  MASTERS', 'clubId': 2126546, 'regionId': 5064001, 'teamId': 243, 'customKit': {'stadName': 'Estadio de Mendizorroza', 'kitId': '1990659', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161124'}}",common-gen5
190,91,2261,5,1,141,18,17,176,599,201,67,3.40,1.14,20,1,1,I GROSZBOUB I,1005636,1,"{'name': 'I GROSZBOUB I', 'clubId': 1005636, 'regionId': 5457237, 'teamId': 1353, 'customKit': {'stadName': 'Ramón Sánchez-Pizjuán', 'kitId': '11083777', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160216'}}",common-gen5
191,92,2258,8,1,164,17,18,199,738,271,62,3.71,1.36,20,2,1,Rat Behavior,782876,5,"{'name': 'Rat Behavior', 'clubId': 782876, 'regionId': 4407629, 'teamId': 112126, 'customKit': {'stadName': 'The Sewers', 'kitId': '918536192', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7534', 'customAwayKitId': '7528', 'customThirdKitId': '7521', 'customKeeperKitId': '5025', 'kitColor1': '16699904', 'kitColor2': '592397', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '15921906', 'kitAColor2': '592397', 'kitAColor3': '592397', 'kitAColor4': '592397', 'kitThrdColor1': '12762028', 'kitThrdColor2': '15921906', 'kitThrdColor3': '592397', 'kitThrdColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160127'}}",common-gen5
192,93,2258,7,1,167,5,19,191,864,77,163,4.52,0.40,20,2,1,Chupister FC,310631,5,"{'name': 'Chupister FC', 'clubId': 310631, 'regionId': 4804164, 'teamId': 241, 'customKit': {'stadName': 'Ramón Sánchez-Pizjuán', 'kitId': '1974272', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7633', 'customAwayKitId': '7627', 'customThirdKitId': '7616', 'customKeeperKitId': '5027', 'kitColor1': '15921906', 'kitColor2': '14935011', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '22436', 'kitAColor3': '5775459', 'kitAColor4': '15921906', 'kitThrdColor1': '22436', 'kitThrdColor2': '7122142', 'kitThrdColor3': '7122142', 'kitThrdColor4': '1259409', 'dCustomKit': '1', 'crestColor': '10278653', 'crestAssetId': '99120303'}}",common-gen5
193,94,2256,5,1,87,7,8,102,408,115,37,4.00,1.13,9,1,5,L  O  S  T,3890566,1,"{'name': 'L  O  S  T', 'clubId': 3890566, 'regionId': 5064001, 'teamId': 9, 'customKit': {'stadName': 'Tier 2 Stadium', 'kitId': '73728', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160704'}}",common-gen5
194,95,2256,8,1,206,15,10,231,852,188,111,3.69,0.81,20,2,1,Total Football,1612991,2,"{'name': 'Total Football', 'clubId': 1612991, 'regionId': 4543827, 'teamId': 111811, 'customKit': {'stadName': 'Emirates Stadium', 'kitId': '915955715', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '0', 'customKitId': '7649', 'customAwayKitId': '7649', 'customThirdKitId': '7649', 'customKeeperKitId': '5029', 'kitColor1': '592397', 'kitColor2': '15921906', 'kitColor3': '15101200', 'kitColor4': '15101200', 'kitAColor1': '15101200', 'kitAColor2': '15921906', 'kitAColor3': '592397', 'kitAColor4': '15921906', 'kitThrdColor1': '15921906', 'kitThrdColor2': '592397', 'kitThrdColor3': '15101200', 'kitThrdColor4': '15101200', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160109'}}",common-gen5
195,96,2256,9,1,346,32,54,432,1584,635,130,3.67,1.47,20,3,1,Burakkralexttv,1040606,1,"{'name': 'Burakkralexttv', 'clubId': 1040606, 'regionId': 4539733, 'teamId': 326, 'customKit': {'stadName': 'Yrk Burak', 'kitId': '2670592', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '1', 'customKitId': '7530', 'customAwayKitId': '7642', 'customThirdKitId': '7642', 'customKeeperKitId': '5018', 'kitColor1': '1713203', 'kitColor2': '1909296', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '16687883', 'kitAColor2': '15245824', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '15130831', 'kitThrdColor2': '1713203', 'kitThrdColor3': '16687883', 'kitThrdColor4': '16687883', 'dCustomKit': '0', 'crestColor': '1987272', 'crestAssetId': '99160411'}}",common-gen5
196,97,2255,8,1,203,13,15,231,849,247,95,3.68,1.07,20,2,2,S W A Y,5647501,2,"{'name': 'S W A Y', 'clubId': 5647501, 'regionId': 5064001, 'teamId': 607, 'customKit': {'stadName': 'ملعب الدرجة 1', 'kitId': '4972544', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160629'}}",common-gen5
197,98,2255,8,1,152,20,24,196,702,283,60,3.58,1.44,20,2,2,The Zookeepers,45571,3,"{'name': 'The Zookeepers', 'clubId': 45571, 'regionId': 5723475, 'teamId': 110955, 'customKit': {'stadName': 'Tier 3 Stadium', 'kitId': '908943360', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7622', 'customAwayKitId': '7521', 'customThirdKitId': '7703', 'customKeeperKitId': '5003', 'kitColor1': '592397', 'kitColor2': '14358546', 'kitColor3': '14358546', 'kitColor4': '14358546', 'kitAColor1': '15921906', 'kitAColor2': '7192366', 'kitAColor3': '15921906', 'kitAColor4': '7192366', 'kitThrdColor1': '4002593', 'kitThrdColor2': '4920087', 'kitThrdColor3': '14655653', 'kitThrdColor4': '13979995', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160122'}}",common-gen5
198,99,2252,8,1,182,25,27,234,819,358,63,3.50,1.53,20,2,2,Gytes U11,114396,3,"{'name': 'Gytes U11', 'clubId': 114396, 'regionId': 4344147, 'teamId': 92, 'customKit': {'stadName': 'The Playground', 'kitId': '753664', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7642', 'customAwayKitId': '7515', 'customThirdKitId': '7639', 'customKeeperKitId': '5028', 'kitColor1': '5775459', 'kitColor2': '16774144', 'kitColor3': '9838384', 'kitColor4': '14358546', 'kitAColor1': '15101200', 'kitAColor2': '1482375', 'kitAColor3': '5775459', 'kitAColor4': '2704542', 'kitThrdColor1': '592397', 'kitThrdColor2': '1841428', 'kitThrdColor3': '592397', 'kitThrdColor4': '592397', 'dCustomKit': '0', 'crestColor': '9127890', 'crestAssetId': '99160920'}}",common-gen5
199,100,2251,8,1,257,15,14,286,1121,295,132,3.92,1.03,20,2,2,I M P E R I A L,5389691,2,"{'name': 'I M P E R I A L', 'clubId': 5389691, 'regionId': 4344147, 'teamId': 236, 'customKit': {'stadName': 'Estadio Benito Villamarín', 'kitId': '1933315', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7523', 'customAwayKitId': '7523', 'customThirdKitId': '7523', 'customKeeperKitId': '5008', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '1256053', 'kitAColor2': '11319490', 'kitAColor3': '6316643', 'kitAColor4': '15921906', 'kitThrdColor1': '8654629', 'kitThrdColor2': '592397', 'kitThrdColor3': '592397', 'kitThrdColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160129'}}",common-gen5
